"","Animal.ID","Top.Dress","0","1","2","3","4","5","6","7"
"1","5096","CG",0.767430194155476,0.447828510940252,0.837539446012151,0.729150141301484,0.777487784879847,0.661569963439997,0.812056119891941,0.79144311141084
"2","5096","GH",0.65604342811273,0.739671574559634,0.663330215569022,0.541610300000669,0.753756256445854,0.613779121241808,0.526345083192907,0.983126953276207
"3","5096","SBM",0.541600475481559,0.700714282803835,0.598304374456014,0.598304374456014,0.731440856250346,0.600475184207897,0.788228803706968,0.692897260061439
"4","5096","TMR",0.699587134736437,0.775959116178549,0.801109062964344,0.650456744454839,0.994248298901504,0.703052261733321,0.78179651277385,0.607229525094635
"5","5175","CG",0.831770561544816,0.811759429033339,1,0.995115576247652,0.853792847077649,0.867442631632938,0.745032261327287,0.745444601884307
"6","5175","GH",0.850122746602654,0.767931876880833,0.777520725829806,0.576653054139887,0.452799193990427,0.58538335308152,0.580838115074138,0.489481192924291
"7","5175","SBM",0.815476046674559,0.739217756322323,0.883159498417907,0.772515148131984,0.920273902297376,0.817543629027641,0.890416643612018,0.836951022372497
"8","5175","TMR",0.941310796790524,0.690763504451045,0.795066568651474,0.741669712903861,0.717621048934394,0.636462168634966,0.729707298179605,0.59573306554068
"9","5225","CG",0.711664639571052,0.637593205477466,0.649969071129035,0.628886080363201,0.64745798240399,0.669199295631886,0.624579733552263,0.665328437854441
"10","5225","GH",0.603564872201214,0.610420478599361,0.858332618301943,0.69163730347529,0.629629366442033,0.52272596658094,0.560560467159641,0.630374680744622
"11","5225","SBM",0.672020985325402,0.663306570926952,0.691395635487576,0.711591755581733,0.727913077606329,0.696796182685753,0.586056644880174,0.566144467793037
"12","5225","TMR",1,0.721436179277437,0.656636135833405,0.665571825442759,0.678479437482856,0.824054634720169,0.717731333578355,0.748921976363901
"13","5293","CG",0.733379872537043,0.769084692944168,0.895821751017337,0.904542171059566,0.910319141623392,0.835507570205388,0.816046885756094,0.664188338939906
"14","5293","GH",0.78163111233769,0.82986241868671,0.855639202821532,0.801546411366732,0.76258973152254,0.618494211115272,0.891330746944772,0.779266784747519
"15","5293","SBM",0.530078542588813,0.662306760919939,0.777190091955753,0.483072233046293,0.703106064006465,0.639824782226951,0.656742394267666,0.763534598350521
"16","5293","TMR",0.853945285682146,0.880434753293688,0.740803777314154,0.766146885312681,0.806940023314057,0.607037872714399,0.873777135400573,0.780478708207468
"17","5294","CG",0.515723103517054,0.551046408137317,0.522075818917924,0.565124907247094,0.502672413793104,0.575219606891531,0.589418386491557,0.459079254079254
"18","5294","GH",0.467491464149428,0.498925848925849,0.431297781972629,0.457542490242981,0.526235600148644,0.54416406471757,0.559486115544207,0.343561374795417
"19","5294","SBM",0.434990769230769,0.426751537382674,0.447357320099256,0.447357320099256,0.426811157592408,0.386545523020431,0.40664201183432,0.400424403183024
"20","5294","TMR",0.482296848147384,0.450982595427851,0.555422979868005,0.460731425623028,0.508527793652608,0.534790307197777,0.514454502427732,0.555253036437247
"21","5320","CG",0.671604938271605,0.619551242171623,0.524362765807633,0.510724753530509,0.603703703703704,0.520971753722444,0.522102747909199,0.585729499467519
